Date,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22
United States,185099,219079,241110,259949,275074,279766,256227,236304,227892,161762,179523,121643,127402,170512,182287,202761,252593,266694,247903,243666,253464,244834,234099,147016,147927,231754,248973,268499,311846,223349,212072,218523,190234,182036,200344,151288,144853,204467,208523,229784,262762,238008,260447,227712,210601,203406,218821,171358,178708,231324,242391,286804,300597,289139,310627,251326,283303,255748,258684,215527,207463,268449,307756,353805,353442,381752,376411,321488,323377,273601,285170,220588,210139,265384,304634,343452,373731,385357,360934,338506,347130,269056,316058,224075,225837,318603,344291,375464,448180,444502,405605,386382,365002,285543,349979,252421,264078,351569,373445,424124,487804,431723,462043,415604,382007,361888,377260,286980,275070,395967,382038,468860,514892,444471,480037,407440,409857,375047,375722,294334,279902,386581,409815,475738,501228,475120,490278,388746,419331,367227,345980,274560,285085,365797,410019,478141,464954,483866,474953,411328,428612,365176,390054,304939,299163,382369,338286,325480,441189,521621,503797,504474,514734,442821,481411,345570,332199,449635,463540,464142,539662,498427,489178,447145,420659,402778,407568,267873
