Country,lat,long,2018 Total Sales ,2019 Total Sales ,2020 Total Sales,2021 Total Sales,DIF 1819,DIF1920,DIF2021
US,37.09024,-95.712891,4834280,4832545,5060284,5260503,-1735,227739,229474
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
